merchant_id,updated_at,currency,balance,balance_type
abc0001264,2021-10-01 04:37:13.371+00,,0.0,real
abc0001264,2021-10-01 04:37:13.377+00,,0.0,test
abc0001265,2021-10-01 04:37:13.385+00,,0.0,real
abc0001265,2021-10-01 04:37:13.392+00,,0.0,test
abc0001266,2021-10-01 04:37:13.399+00,,0.0,real
abc0001266,2021-10-01 04:37:13.404+00,,0.0,test
abc0001267,2021-10-01 04:37:13.411+00,,0.0,real
abc0001267,2021-10-01 04:37:13.418+00,,0.0,test
abc0001268,2021-10-01 04:37:13.425+00,,0.0,real
abc0001268,2021-10-01 04:37:13.431+00,,0.0,test
abc0001269,2021-10-01 04:37:13.438+00,,0.0,real
abc0001269,2021-10-01 04:37:13.444+00,,0.0,test
abc0001270,2021-10-01 04:37:13.451+00,,0.0,real
abc0001270,2021-10-01 04:37:13.456+00,,0.0,test
abc0001271,2021-10-01 04:37:13.463+00,,0.0,real
abc0001271,2020-09-10 03:36:14.586+00,,0.0,test
abc0001272,2021-10-01 04:37:13.474+00,,0.0,real
abc0001273,2022-03-03 09:51:38.695+00,,-285.34999999999997,real
abc0001273,2021-10-01 04:37:13.486+00,,0.0,test
abc0001274,2021-10-01 04:37:13.5+00,,0.0,real
abc0001274,2020-09-10 03:36:14.618+00,,0.0,test
abc0001275,2021-10-01 04:37:13.513+00,,0.0,real
abc0001275,2021-10-01 04:37:13.519+00,,0.0,test
abc0001276,2021-10-01 04:37:13.526+00,,0.0,real
abc0001276,2021-10-01 04:37:13.533+00,,0.0,test
abc0001277,2021-10-01 04:37:13.539+00,,0.0,real
abc0001277,2021-10-01 04:37:13.546+00,,0.0,test
abc0001278,2021-10-01 04:37:13.553+00,,0.0,real
abc0001278,2020-09-10 03:36:14.676+00,,0.0,test
abc0001279,2021-10-01 04:37:13.564+00,,0.0,real
abc0001279,2021-10-01 04:37:13.57+00,,0.0,test
abc0001280,2021-10-01 04:37:13.577+00,,0.0,real
abc0001280,2021-10-01 04:37:13.584+00,,0.0,test
abc0001281,2021-10-01 04:37:13.59+00,,0.0,real
abc0001281,2021-10-01 04:37:13.596+00,,0.0,test
abc0001282,2021-10-01 04:37:13.603+00,,0.0,real
abc0001282,2021-10-01 04:37:13.609+00,,0.0,test
abc0001283,2021-10-01 04:37:13.618+00,,0.0,real
abc0001283,2021-10-01 04:37:13.626+00,,0.0,test
abc0001284,2021-10-01 04:37:13.633+00,,0.0,real
abc0001284,2021-10-01 04:37:13.639+00,,0.0,test
abc0001285,2021-10-01 04:37:13.646+00,,0.0,real
abc0001285,2021-10-01 04:37:13.651+00,,0.0,test
abc0001286,2021-10-01 04:37:13.658+00,,0.0,real
abc0001286,2021-10-01 04:37:13.664+00,,0.0,test
abc0001287,2021-10-01 04:37:13.671+00,,0.0,real
abc0001287,2021-10-01 04:37:13.677+00,,0.0,test
abc0001288,2021-10-01 04:37:13.685+00,,0.0,real
abc0001288,2021-10-01 04:37:13.692+00,,0.0,test
abc0001289,2021-10-01 04:37:13.698+00,,0.0,real
abc0001289,2021-10-01 04:37:13.703+00,,0.0,test
abc0001290,2021-10-01 04:37:13.71+00,,0.0,real
abc0001290,2021-10-01 04:37:13.717+00,,0.0,test
abc0001291,2021-10-01 04:37:13.723+00,,0.0,real
abc0001291,2021-10-01 04:37:13.728+00,,0.0,test
abc0001292,2021-10-01 04:37:13.735+00,,0.0,real
abc0001292,2021-10-01 04:37:13.74+00,,0.0,test
abc0001293,2021-10-01 04:37:13.747+00,,0.0,real
abc0001293,2021-10-01 04:37:13.752+00,,0.0,test
abc0001294,2021-10-01 04:37:13.761+00,,0.0,real
abc0001294,2021-10-01 04:37:13.767+00,,0.0,test
abc0001295,2021-10-01 04:37:13.774+00,,0.0,real
abc0001295,2021-10-01 04:37:13.78+00,,0.0,test
abc0001296,2021-10-01 04:37:13.787+00,,0.0,real
abc0001296,2021-10-01 04:37:13.794+00,,0.0,test
abc0001297,2021-10-01 04:37:13.799+00,,0.0,real
abc0001297,2021-10-01 04:37:13.804+00,,0.0,test
abc0001298,2021-10-01 04:37:13.818+00,,0.0,test
abc0001298,2021-10-01 04:37:13.811+00,,0.0,real
abc0001299,2021-10-01 04:37:13.827+00,,0.0,real
abc0001299,2021-10-01 04:37:13.833+00,,0.0,test
abc0001300,2021-10-01 04:37:13.839+00,,0.0,real
abc0001300,2021-10-01 04:37:13.845+00,,0.0,test
abc0001301,2021-10-01 04:37:13.851+00,,0.0,real
abc0001301,2021-10-01 04:37:13.857+00,,0.0,test
abc0001302,2021-10-01 04:37:13.863+00,,0.0,real
abc0001302,2021-10-01 04:37:13.869+00,,0.0,test
abc0001303,2021-10-01 04:37:13.881+00,,0.0,test
abc0001303,2021-10-01 04:37:13.875+00,,0.0,real
abc0001304,2021-10-01 04:37:13.889+00,,0.0,real
abc0001304,2021-10-01 04:37:13.894+00,,0.0,test
abc0001305,2021-10-01 04:37:13.901+00,,0.0,real
abc0001305,2021-10-01 04:37:13.907+00,,0.0,test
abc0001306,2021-10-01 04:37:13.913+00,,0.0,real
abc0001306,2021-10-01 04:37:13.92+00,,0.0,test
abc0001307,2021-10-01 04:37:13.926+00,,0.0,real
abc0001307,2020-09-10 03:36:15.068+00,,0.0,test
abc0001308,2021-10-01 04:37:13.936+00,,0.0,real
abc0001308,2021-10-01 04:37:13.942+00,,0.0,test
abc0001309,2021-10-01 04:37:13.954+00,,0.0,test
abc0001309,2021-10-01 04:37:13.948+00,,0.0,real
abc0001310,2021-10-01 04:37:13.96+00,,0.0,real
abc0001310,2021-10-01 04:37:13.965+00,,0.0,test
abc0001311,2021-10-01 04:37:13.972+00,,0.0,real
abc0001311,2021-10-01 04:37:13.981+00,,0.0,test
abc0001312,2021-10-01 04:37:13.988+00,,0.0,real
abc0001312,2021-10-01 04:37:13.993+00,,0.0,test
abc0001313,2021-10-01 04:37:13.999+00,,0.0,real
abc0001313,2021-10-01 04:37:14.005+00,,0.0,test
abc0001314,2021-10-01 04:37:14.011+00,,0.0,real
abc0001314,2021-10-01 04:37:14.024+00,,0.0,test
abc0001315,2021-10-01 04:37:14.03+00,,0.0,real
abc0001315,2021-10-01 04:37:14.035+00,,0.0,test
abc0001316,2021-10-02 00:01:19.343+00,,10.68,real
abc0001317,2021-10-01 04:37:14.049+00,,0.0,real
abc0001317,2021-10-01 04:37:14.059+00,,0.0,test
abc0001318,2021-10-01 04:37:14.065+00,,0.0,real
abc0001318,2021-10-01 04:37:14.072+00,,0.0,test
abc0001319,2021-10-01 04:37:14.079+00,,0.0,real
abc0001319,2021-10-01 04:37:14.085+00,,0.0,test
abc0001320,2021-10-01 04:37:14.091+00,,0.0,real
abc0001320,2021-10-01 04:37:14.097+00,,0.0,test
abc0001321,2021-10-01 04:37:14.109+00,,0.0,test
abc0001321,2021-10-01 04:37:14.103+00,,0.0,real
abc0001322,2021-10-01 04:37:14.121+00,,0.0,test
abc0001323,2021-10-01 04:37:14.129+00,,0.0,real
abc0001323,2021-10-01 04:37:14.135+00,,0.0,test
abc0001324,2021-10-02 00:01:19.413+00,,-130.37,real
abc0001324,2021-10-01 04:37:14.148+00,,0.0,test
abc0001325,2023-06-01 00:20:51.194+00,,-9391.9337,real
abc0001325,2021-10-01 04:37:14.161+00,,0.0,test
abc0001326,2021-10-01 04:37:14.173+00,,0.0,test
abc0001327,2023-03-30 02:07:18.013+00,,-1335.35,real
abc0001327,2021-10-01 04:37:14.193+00,,0.0,test
abc0001328,2021-10-01 04:37:14.201+00,,0.0,real
abc0001328,2021-10-01 04:37:14.207+00,,0.0,test
abc0001329,2021-10-02 00:01:19.482+00,,-1077.74,real
abc0001329,2021-10-01 04:37:14.219+00,,0.0,test
abc0001330,2021-10-01 04:37:14.226+00,,0.0,real
abc0001330,2021-10-01 04:37:14.232+00,,0.0,test
abc0001331,2023-12-05 00:00:49.492+00,,-4849.013700000001,real
abc0001331,2021-10-01 04:37:14.243+00,,0.0,test
abc0001332,2021-10-01 04:37:14.256+00,,0.0,test
abc0001333,2021-10-01 04:37:14.263+00,,0.0,real
abc0001333,2021-10-01 04:37:14.268+00,,0.0,test
abc0001334,2021-10-01 04:37:14.275+00,,0.0,real
abc0001334,2021-10-01 04:37:14.281+00,,0.0,test
abc0001335,2021-10-01 04:37:14.288+00,,0.0,real
abc0001335,2021-10-01 04:37:14.293+00,,0.0,test
abc0001336,2021-10-01 04:37:14.3+00,,0.0,real
abc0001336,2021-10-01 04:37:14.306+00,,0.0,test
abc0001337,2021-10-01 04:37:14.315+00,,0.0,real
abc0001337,2021-10-01 04:37:14.32+00,,0.0,test
abc0001338,2021-10-01 04:37:14.327+00,,0.0,real
abc0001338,2021-10-01 04:37:14.332+00,,0.0,test
abc0001339,2021-10-01 04:37:14.341+00,,0.0,real
abc0001339,2021-10-01 04:37:14.347+00,,0.0,test
abc0001340,2021-10-01 04:37:14.355+00,,0.0,real
abc0001340,2021-10-01 04:37:14.36+00,,0.0,test
abc0001341,2021-10-01 04:37:14.367+00,,0.0,real
abc0001341,2021-10-01 04:37:14.372+00,,0.0,test
abc0001342,2021-10-01 04:37:14.379+00,,0.0,real
abc0001342,2021-10-01 04:37:14.384+00,,0.0,test
abc0001343,2021-10-01 04:37:14.393+00,,0.0,real
abc0001343,2021-10-01 04:37:14.4+00,,0.0,test
abc0001344,2021-10-01 04:37:14.406+00,,0.0,real
abc0001344,2021-10-01 04:37:14.411+00,,0.0,test
abc0001345,2021-10-01 04:37:14.418+00,,0.0,real
abc0001345,2021-10-01 04:37:14.424+00,,0.0,test
abc0001346,2021-10-01 04:37:14.434+00,,0.0,real
abc0001346,2021-10-01 04:37:14.44+00,,0.0,test
abc0001347,2021-10-01 04:37:14.447+00,,0.0,real
abc0001347,2021-10-01 04:37:14.453+00,,0.0,test
abc0001348,2021-10-01 04:37:14.468+00,,0.0,test
abc0001348,2021-10-01 04:37:14.46+00,,0.0,real
abc0001349,2021-10-01 04:37:14.474+00,,0.0,real
abc0001349,2020-09-10 03:36:15.603+00,,0.0,test
abc0001350,2021-10-01 04:37:14.484+00,,0.0,real
abc0001350,2021-10-01 04:37:14.49+00,,0.0,test
abc0001351,2024-03-23 08:11:08.334+00,,-427949.07759999996,real
abc0001351,2021-10-02 00:01:19.639+00,,12.5,test
abc0001352,2021-10-02 00:01:19.653+00,,-1275.99,real
abc0001352,2021-10-01 04:37:14.514+00,,0.0,test
abc0001357,2021-07-08 00:01:14.081+00,,471.35,test
abc0001392,2021-10-02 00:01:19.965+00,,18.0,real
abc0001369,2021-10-02 00:01:19.779+00,,0.0,real
abc0001352,2021-10-01 04:37:14.522+00,,-195.83,real
abc0001370,2021-10-02 00:01:19.79+00,,-993.59,real
abc0001374,2022-08-15 03:45:37.828+00,,-2023.4100000000003,real
abc0001419,2021-09-25 00:01:13.278+00,,77.75999999999999,test
abc0001373,2021-10-02 00:01:19.816+00,,-410.1,real
abc0001509,2021-10-01 04:37:15.837+00,,0.0,real
abc0001515,2021-10-02 00:01:20.455+00,,108.52,real
abc0001515,2021-10-01 04:37:15.908+00,,0.0,real
abc0001546,2023-11-09 00:00:55.569+00,,-16185.3584,real
abc0001555,2021-10-02 00:01:20.713+00,,-323.0,real
abc0001540,2020-11-30 04:43:40.63+00,,6.38,test
abc0001574,2021-10-02 00:01:20.858+00,,-1.0,real
abc0001403,2021-10-02 00:01:20.041+00,,-60.4,real
abc0001582,2023-03-30 02:07:24.391+00,,-29081.234999999997,real
abc0001599,2020-11-30 04:43:43.993+00,,3.33,test
abc0001592,2020-11-30 04:43:44.613+00,,176.89,test
abc0001384,2020-12-19 16:51:04.199+00,,133.19,test
abc0001519,2021-10-02 00:01:20.493+00,,0.0,real
abc0001622,2023-03-03 03:15:48.826+00,,-10.470000000000002,real
abc0001556,2023-11-27 07:02:43.829+00,,5515.200099999999,test
abc0001592,2024-03-15 12:31:59.458+00,,-131611.16530000002,real
abc0001419,2024-03-20 15:58:48.962+00,,-1027533.9295999999,real
abc0001642,2021-10-01 04:37:17.855+00,,0.0,real
abc0001622,2020-12-21 04:34:58.752+00,,1.47,test
abc0001662,2021-10-01 04:37:18.097+00,,0.0,real
abc0001621,2020-11-30 04:43:44.745+00,,2.0,test
abc0001621,2021-10-02 00:01:21.209+00,,0.5,real
abc0001627,2021-10-02 00:01:21.257+00,,-102.01000000000002,real
abc0001664,2021-10-02 00:01:21.468+00,,-6487.57,real
abc0001692,2023-03-30 02:07:27.795+00,,-40266.21799999999,real
abc0001693,2021-10-01 04:37:18.595+00,,0.0,real
abc0001567,2021-10-02 00:01:20.81+00,,22.2,real
abc0001529,2023-12-04 03:30:46.817+00,,-378.55899999999997,real
abc0001440,2021-10-02 00:01:20.316+00,,-1175.0,real
abc0001677,2020-11-30 04:43:48.597+00,,15.05,test
abc0001730,2021-10-02 00:01:21.934+00,,0.1,real
abc0001730,2021-10-01 04:37:19.22+00,,0.0,real
abc0001408,2021-11-15 02:55:14.333+00,,-93.05,real
abc0001735,2024-02-12 13:46:54.915+00,,364.77909999999997,real
abc0001737,2021-10-02 00:01:21.98+00,,0.25,real
abc0001739,2021-10-02 00:01:22.004+00,,10.0,real
abc0001739,2021-10-02 00:01:22.006+00,,1.01,real
abc0001672,2021-10-02 00:01:21.534+00,,-109.13,real
abc0001758,2021-10-02 00:01:22.121+00,,10.5,real
abc0001257,2020-11-30 04:43:04.595+00,,83.09,test
abc0001357,2021-10-01 04:37:14.589+00,,0.0,real
abc0001360,2021-10-01 04:37:14.628+00,,0.0,real
abc0001371,2021-10-01 04:37:14.775+00,,0.0,real
abc0001382,2021-10-01 04:37:14.918+00,,0.0,real
abc0001386,2020-11-26 03:17:47.49+00,,0.0,test
abc0001398,2020-11-26 03:17:47.555+00,,0.0,test
abc0001398,2021-10-01 04:37:15.113+00,,0.0,real
abc0001400,2020-11-26 03:17:47.576+00,,0.0,test
abc0001410,2021-10-01 04:37:15.266+00,,0.0,real
abc0001412,2021-10-01 04:37:15.289+00,,0.0,real
abc0001416,2020-11-26 03:17:47.67+00,,0.0,test
abc0001423,2020-11-26 03:17:47.719+00,,0.0,test
abc0001423,2021-10-01 04:37:15.426+00,,0.0,real
abc0001429,2020-11-26 03:17:47.765+00,,0.0,test
abc0001430,2020-11-26 03:17:47.778+00,,0.0,test
abc0001430,2021-10-01 04:37:15.521+00,,0.0,real
abc0001437,2021-10-02 00:01:20.286+00,,-419.95,real
abc0001438,2023-12-05 00:00:54.523+00,,-805.6608999999999,real
abc0001440,2020-11-26 03:17:47.853+00,,0.0,test
abc0001442,2021-10-01 04:37:15.69+00,,0.0,real
abc0001443,2021-10-01 04:37:15.704+00,,0.0,real
abc0001444,2021-10-01 04:37:15.717+00,,0.0,real
abc0001445,2021-10-02 00:01:20.357+00,,-29.95,real
abc0001510,2021-10-01 04:37:15.842+00,,0.0,real
abc0001519,2020-11-26 03:17:48+00,,0.0,test
abc0001535,2021-10-01 04:37:16.195+00,,0.0,real
abc0001542,2021-10-01 04:37:16.244+00,,0.0,real
abc0001543,2020-11-26 03:17:48.12+00,,0.0,test
abc0001543,2021-10-01 04:37:16.259+00,,0.0,real
abc0001547,2020-11-26 03:17:48.159+00,,0.0,test
abc0001547,2021-10-01 04:37:16.321+00,,0.0,real
abc0001549,2021-10-01 04:37:16.356+00,,0.0,real
abc0001560,2020-11-26 03:17:48.248+00,,0.0,test
abc0001560,2021-10-01 04:37:16.498+00,,0.0,real
abc0001584,2020-11-26 03:17:48.374+00,,0.0,test
abc0001584,2021-10-01 04:37:16.911+00,,0.0,real
abc0001585,2020-11-26 03:17:48.391+00,,0.0,test
abc0001587,2020-11-26 03:17:48.404+00,,0.0,test
abc0001587,2021-10-01 04:37:16.955+00,,0.0,real
abc0001593,2021-10-02 00:01:21.011+00,,-21.4,real
abc0001598,2021-10-01 04:37:17.138+00,,0.0,real
abc0001606,2021-10-01 04:37:17.271+00,,0.0,real
abc0001610,2021-10-01 04:37:17.34+00,,0.0,real
abc0001613,2020-11-26 03:17:48.562+00,,0.0,test
abc0001616,2020-11-26 03:17:48.581+00,,0.0,test
abc0001618,2021-10-01 04:37:17.464+00,,0.0,real
abc0001628,2021-10-02 00:01:21.268+00,,-36.73,real
abc0001632,2021-10-01 04:37:17.687+00,,0.0,real
abc0001638,2021-10-01 04:37:17.782+00,,0.0,real
abc0001639,2021-10-01 04:37:17.796+00,,0.0,real
abc0001642,2021-10-01 04:37:17.842+00,,0.0,real
abc0001643,2021-10-01 04:37:17.86+00,,0.0,real
abc0001647,2020-11-26 03:17:48.801+00,,0.0,test
abc0001666,2022-03-01 01:55:09.316+00,,-200.88,real
abc0001670,2021-10-02 00:01:21.513+00,,-119.61,real
abc0001677,2021-10-01 04:37:18.327+00,,0.0,real
abc0001681,2021-10-01 04:37:18.389+00,,0.0,real
abc0001719,2021-10-01 04:37:19.024+00,,0.0,real
abc0001744,2020-11-26 03:17:49.264+00,,0.0,test
abc0001748,2021-10-01 04:37:19.499+00,,0.0,real
abc0001752,2020-11-26 03:17:49.308+00,,0.0,test
abc0001752,2021-10-01 04:37:19.562+00,,0.0,real
abc0001765,2021-10-02 00:01:22.184+00,,-45911.2,real
abc0001779,2020-11-30 04:43:51.278+00,,1.0,test
abc0001782,2020-11-30 04:43:51.301+00,,0.0,test
abc0001384,2023-03-30 02:07:19.905+00,,-216887.65,real
abc0001796,2020-12-08 06:19:35.935+00,,12513.95,test
abc0001813,2022-08-30 03:57:35.53+00,,274.18,real
abc0001805,2024-03-22 00:01:21.97+00,,-90733.1941,real
abc0001815,2021-10-02 00:01:22.533+00,,905.84,real
abc0001816,2021-10-02 00:01:22.542+00,,135.29,real
abc0001759,2021-10-02 00:01:22.142+00,,19932.4,real
abc0001821,2021-10-02 00:01:22.584+00,,125766.13,real
abc0001715,2021-10-01 04:37:18.95+00,,0.0,real
abc0001822,2021-10-02 00:01:22.596+00,,49012.41,real
abc0001823,2021-10-02 00:01:22.606+00,,121.37,real
abc0001824,2022-02-15 22:43:04.889+00,,2487.04,real
abc0001826,2021-11-09 17:25:32.516+00,,708.95,real
abc0001834,2021-10-01 04:37:20.785+00,,0.0,real
abc0001834,2021-10-01 04:37:20.797+00,,0.0,real
abc0001837,2021-10-01 04:37:20.849+00,,0.0,real
abc0001314,2021-10-01 04:37:14.017+00,,0.0,real
abc0001819,2021-10-02 00:01:22.558+00,,2962.85,real
abc0001850,2021-10-01 04:37:20.965+00,,0.0,real
abc0001353,2021-10-01 04:37:14.528+00,,0.0,real
abc0001843,2022-10-26 11:00:22.5+00,,80437.29,real
abc0001853,2021-10-01 04:37:21.002+00,,0.0,real
abc0001853,2021-10-01 04:37:21.015+00,,0.0,real
abc0001854,2021-10-02 00:01:22.814+00,,0.6,real
abc0001729,2021-10-01 04:37:19.19+00,,0.0,real
abc0001855,2021-10-01 04:37:21.034+00,,0.0,real
abc0001856,2021-10-01 04:37:21.055+00,,0.0,real
abc0001860,2021-10-02 00:01:22.868+00,,1314.56,real
abc0001847,2021-10-02 00:01:22.757+00,,142.64,real
abc0001865,2022-03-15 20:55:47.148+00,,30283.58,real
abc0001871,2021-10-01 04:37:21.252+00,,0.0,real
abc0001880,2022-01-19 00:17:59.468+00,,919.34,real
abc0001881,2022-01-27 19:41:07.937+00,,51.08,real
abc0001884,2021-10-02 00:01:23.029+00,,2938.47,real
abc0001888,2021-10-02 00:01:23.053+00,,7669.58,real
abc0001892,2021-10-02 00:01:23.094+00,,481.95,real
abc0001893,2021-10-01 04:37:21.528+00,,0.0,real
abc0001894,2023-03-30 02:07:33.993+00,,1009.1,real
abc0001879,2022-02-24 00:29:29.16+00,,914.14,real
abc0001897,2023-03-30 02:07:34.12+00,,620951.81,real
abc0001898,2021-10-02 00:01:23.169+00,,100.1,real
abc0001901,2021-10-01 04:37:21.631+00,,0.0,real
abc0001902,2021-10-02 00:01:23.193+00,,8605.31,real
abc0001904,2021-10-01 04:37:21.688+00,,0.0,real
abc0001906,2021-10-01 04:37:21.722+00,,0.0,real
abc0001907,2021-10-01 04:37:21.743+00,,0.0,real
abc0001909,2021-10-02 00:01:23.26+00,,282.14,real
abc0001912,2023-03-30 02:07:34.628+00,,40959.91,real
abc0001915,2021-10-02 00:01:23.327+00,,18986.31,real
abc0001905,2021-10-02 00:01:23.222+00,,250.6,real
abc0001919,2022-06-13 23:59:04.678+00,,70833.63,real
abc0001921,2021-10-01 04:37:21.977+00,,0.0,real
abc0001890,2021-10-02 00:01:23.072+00,,6719.36,real
abc0001923,2021-03-15 03:00:07.661+00,,216.18,test
abc0001939,2023-03-30 02:07:35.512+00,,38035.83,real
abc0001938,2021-10-02 00:01:23.509+00,,125.0,real
abc0001943,2021-10-02 00:01:23.573+00,,282.23,real
abc0001565,2021-10-02 00:01:20.794+00,,1201.39,real
abc0001942,2021-10-02 00:01:23.56+00,,38388.14,real
abc0001950,2021-10-01 04:37:22.363+00,,0.0,real
abc0001953,2021-10-01 04:37:22.405+00,,0.0,real
abc0001948,2021-10-02 00:01:23.6+00,,5.45,real
abc0001956,2021-10-01 04:37:22.45+00,,0.0,real
abc0001961,2021-10-01 04:37:22.525+00,,0.0,real
abc0001971,2021-10-02 00:01:23.776+00,,176.37,real
abc0001975,2022-01-19 00:29:27.228+00,,12940.9,real
abc0001987,2022-06-04 13:50:56.186+00,,3796.89,real
abc0001989,2022-02-21 13:30:45.611+00,,28654.98,real
abc0001999,2021-10-02 00:01:23.967+00,,42.0,real
abc0002000,2021-10-02 00:01:23.977+00,,59.69,real
abc0002010,2023-03-30 02:07:37.596+00,,65503.9,real
abc0002012,2023-03-30 02:07:38.051+00,,8689137.19,real
abc0001422,2021-10-02 00:01:20.172+00,,15.3,real
abc0002014,2020-12-15 04:31:45.016+00,,0.0,real
abc0002020,2020-12-15 06:06:28.819+00,,1296.79,real
abc0001867,2022-03-17 19:59:38.198+00,,-1836.77,real
abc0001928,2020-12-16 11:00:26.284+00,,-0.92,test
abc0001836,2021-10-02 00:01:22.694+00,,780.07,real
abc0002024,2020-12-15 15:23:14.33+00,,0.0,real
abc0002025,2020-12-15 16:19:23.921+00,,28822.21,real
abc0001600,2021-10-02 00:01:21.068+00,,1048.9,real
abc0002027,2021-01-11 13:11:48.111+00,,-210.0,real
abc0002027,2022-10-02 15:55:52.598+00,,12229.56,real
abc0002029,2022-04-21 01:16:43.819+00,,9121.97,real
abc0002032,2021-01-07 18:51:10.639+00,,359.99,real
abc0002040,2020-12-16 04:08:57.497+00,,0.0,real
abc0002049,2021-05-20 03:49:38.801+00,,39678.5,real
abc0001235,2021-10-02 00:01:18.784+00,,384.48,real
abc0002035,2021-04-01 08:14:35.568+00,,3398.16,real
abc0001928,2021-10-02 00:01:23.427+00,,-2.26,real
abc0002055,2020-12-16 16:28:57.331+00,,1.0,real
abc0001760,2021-10-01 04:37:19.704+00,,0.0,real
abc0002062,2020-12-17 00:15:18.638+00,,0.0,real
abc0002069,2020-12-21 22:43:19.55+00,,230.17,test
abc0002070,2020-12-17 07:14:55.189+00,,0.0,real
abc0002071,2021-02-05 05:22:37.202+00,,6.78,real
abc0002072,2020-12-17 08:04:46.517+00,,24121.56,real
abc0002074,2023-02-22 04:54:10.698+00,,-1375.3492,real
abc0002086,2020-12-22 10:14:00.362+00,,531.75,real
abc0002092,2022-01-25 14:24:42.68+00,,102.1,real
abc0002094,2020-12-17 18:57:58.223+00,,1.0,real
abc0001714,2021-12-05 13:45:33.805+00,,9725.2,real
abc0002098,2021-12-03 01:34:31.671+00,,16911.95,real
abc0002103,2021-03-09 01:46:35.907+00,,6098.05,real
abc0002108,2020-12-18 17:05:32.248+00,,0.53,real
abc0001317,2021-10-02 00:01:19.353+00,,717.15,real
abc0002126,2021-02-05 05:23:10.892+00,,-1.7999999999999998,real
abc0002127,2020-12-19 02:28:48.543+00,,3.0,real
abc0002132,2021-11-02 21:29:50.751+00,,2922.89,real
abc0002134,2022-06-05 01:07:07.354+00,,83520.83,real
abc0002137,2020-12-19 20:28:01.989+00,,0.0,real
abc0002138,2020-12-20 00:54:39.672+00,,17.47,real
abc0002143,2020-12-20 08:59:37.106+00,,0.0,real
abc0002143,2022-05-23 09:20:26.929+00,,41896.53,real
abc0002145,2021-02-08 00:53:23.305+00,,64.03,real
abc0002065,2021-02-05 05:22:58.057+00,,49.18,real
abc0002172,2020-12-21 04:55:11.224+00,,4.0,real
abc0002168,2023-03-30 02:07:42.676+00,,-466881.45,real
abc0002166,2021-05-14 03:48:07.521+00,,-10356.48,real
abc0002164,2021-05-14 03:50:21.14+00,,-10581.31,real
abc0001910,2021-10-02 00:01:23.281+00,,593.12,real
abc0002171,2021-05-11 05:09:10.871+00,,-10891.83,real
abc0002181,2020-12-21 14:27:52.839+00,,0.0,real
abc0002176,2021-02-05 05:29:59.536+00,,-5216.15,real
abc0002184,2020-12-21 18:23:34.775+00,,0.0,real
abc0002185,2020-12-21 18:33:49.89+00,,0.0,real
abc0001544,2021-10-01 04:37:16.268+00,,0.0,real
abc0002124,2021-02-05 05:23:09.075+00,,59.0,real
abc0002199,2020-12-22 16:29:39.74+00,,0.0,real
abc0001418,2021-10-01 04:37:15.358+00,,0.0,real
abc0002202,2020-12-22 20:35:13.95+00,,7.3,real
abc0002216,2020-12-23 02:08:59.58+00,,0.56,real
abc0001858,2021-12-21 00:01:15.49+00,,-4410.29,real
abc0002178,2022-01-24 02:15:31.504+00,,-1587.38,real
abc0002230,2021-02-05 05:29:05.548+00,,-6562.7,real
abc0002222,2021-05-14 03:39:56.041+00,,-15929.95,real
abc0002237,2020-12-23 15:55:21.733+00,,51.38,real
abc0001891,2021-10-02 00:01:23.084+00,,458.62,real
abc0002243,2020-12-23 23:54:47.16+00,,1926.5,real
abc0002244,2021-03-16 01:04:55.839+00,,-1078.52,real
abc0002250,2020-12-24 14:11:22.156+00,,347.42,real
abc0002254,2021-02-01 11:14:38.091+00,,2911.8,real
abc0002255,2020-12-24 18:01:13.206+00,,1172.39,real
abc0002261,2020-12-25 06:02:48.403+00,,19.83,real
abc0002264,2022-04-13 08:01:18.402+00,,993.58,real
abc0002269,2021-05-13 15:30:02.347+00,,3622.33,real
abc0002279,2020-12-30 02:22:20.114+00,,178.0,test
abc0002282,2020-12-26 04:13:39.989+00,,0.0,real
abc0002285,2022-05-17 11:55:48.341+00,,2885.41,real
abc0002228,2021-02-05 05:25:20.516+00,,-69.99,real
abc0001960,2021-10-02 00:01:23.691+00,,382.02,real
abc0002303,2022-05-23 13:33:14.491+00,,8160.92,real
abc0002304,2020-12-29 04:32:18.586+00,,21.11,real
abc0002305,2023-03-30 02:07:46.674+00,,306.82,real
abc0002313,2021-02-05 05:27:18.214+00,,1.23,real
abc0002177,2021-05-11 05:09:10.899+00,,-70.83,real
abc0002320,2020-12-28 02:09:55.732+00,,0.0,real
abc0002321,2020-12-28 02:10:00.367+00,,0.0,real
abc0002334,2020-12-28 13:41:43.148+00,,0.0,real
abc0002337,2020-12-28 15:21:31.645+00,,6.0,real
abc0002283,2021-02-05 05:26:45.387+00,,2.95,real
abc0002351,2022-06-10 03:10:32.1+00,,4177.77,real
abc0002353,2021-02-16 13:17:11.135+00,,1242.07,real
abc0002354,2020-12-29 08:56:10.97+00,,0.2,real
abc0002364,2022-01-02 13:03:33.952+00,,3867.29,real
abc0002372,2022-06-22 09:36:54.796+00,,33330.03,real
abc0002315,2022-02-14 19:21:23.05+00,,8951.13,real
